Sex,Age,Race,Juvenile Felonies,Juvenile Misdemeanors,Juvenile Others,Previous Convictions,Degree of Conviction,Days in Jail,COMPAS Score,Recidivism
1,28,2,0,0,0,1,0,1,1,0
0,38,2,0,0,0,1,1,31,5,1
0,32,3,0,0,0,0,1,1,0,0
1,35,2,0,0,0,5,0,36,6,0
1,24,2,0,0,0,0,0,61,8,0
0,24,0,0,0,0,0,1,293,4,0
1,26,0,0,0,0,3,0,201,3,0
0,38,0,0,0,0,0,1,2,3,0
0,62,2,0,0,0,2,0,223,2,0
1,27,0,0,0,0,7,0,173,8,1
1,48,0,0,0,0,6,0,2,2,0
0,31,2,0,0,0,2,0,28,3,1
1,28,0,0,0,0,5,1,274,4,1
0,21,0,0,0,0,1,0,2,6,0
1,30,3,0,0,0,7,0,32,8,0
1,42,2,0,0,0,0,1,1,1,0
0,25,0,0,0,0,0,0,1,6,0
1,25,2,0,0,1,6,1,2,4,1
1,27,0,0,0,0,8,0,61,9,1
1,55,2,0,0,0,0,1,32,0,0
1,33,3,0,0,0,0,0,53,0,0
1,40,0,0,0,0,5,0,31,6,1
1,21,0,0,0,0,0,0,2,3,1
1,50,2,0,0,0,26,0,32,6,1
0,46,2,0,0,0,0,1,1,0,0
1,28,0,0,1,0,10,0,244,6,1
1,20,0,0,1,0,2,0,1,8,1
1,33,4,1,0,0,9,1,378,6,1
1,31,0,5,0,0,10,0,5,8,1
0,57,0,0,0,0,0,1,158,0,0
1,25,0,0,0,0,0,1,8,1,0
1,22,0,0,4,0,7,0,12,7,1
1,31,0,0,0,0,3,0,133,2,1
1,28,0,0,0,0,4,1,336,9,0
1,41,2,0,0,0,11,0,4,8,0
1,43,0,0,0,0,7,0,31,3,0
0,25,2,0,0,0,0,1,1,3,0
1,39,3,0,0,0,1,1,1,1,0
1,23,0,0,1,0,5,1,10,7,0
1,40,0,0,0,0,1,0,61,0,0
1,20,0,0,0,0,0,0,3,4,1
1,35,0,0,0,0,2,1,1,6,0
1,34,0,0,0,0,1,1,236,0,1
1,27,2,0,0,1,18,0,179,8,1
1,25,0,0,1,1,15,0,119,8,0
1,37,3,0,0,0,1,0,156,4,1
0,38,0,0,0,0,3,0,1,0,1
1,21,2,0,0,0,0,0,1,6,1
1,25,0,0,0,0,0,1,32,0,1
1,53,0,0,0,0,6,1,170,5,1
0,50,0,0,0,0,4,0,221,2,0
0,23,2,0,0,0,1,1,2,5,0
1,45,0,0,0,0,0,1,30,0,0
1,27,0,1,0,0,2,0,211,3,1
1,52,2,0,0,0,6,0,30,3,0
1,22,5,0,0,0,0,0,7,4,1
1,27,2,0,0,0,0,1,1,2,1
1,29,0,0,0,0,5,0,1,7,1
1,38,0,0,0,0,1,1,4,0,0
0,54,2,0,0,0,2,0,1,1,0
1,26,0,0,0,0,1,0,121,9,1
1,37,0,1,8,5,23,0,2,7,1
1,36,0,0,2,1,25,1,31,9,1
1,28,0,0,0,0,18,0,166,9,1
1,27,0,0,0,0,0,1,30,0,0
1,22,0,0,0,0,1,0,203,6,0
1,49,0,0,0,0,1,1,2,0,0
1,20,2,0,0,1,0,0,158,8,0
1,36,0,0,0,0,11,0,1,6,1
0,41,2,0,0,0,0,0,31,2,0
1,26,3,0,0,1,9,0,30,6,1
0,43,0,0,0,0,1,1,2,5,0
1,40,2,1,0,0,9,0,31,8,0
1,29,2,0,0,1,8,1,1,7,0
1,21,0,1,0,0,7,0,189,9,1
1,22,5,0,0,0,0,0,2,1,1
1,33,2,0,0,0,0,0,31,0,0
1,26,0,0,0,0,7,0,139,6,0
0,27,0,0,0,0,0,1,4,2,1
1,35,0,0,0,0,1,0,31,1,0
1,57,2,0,0,0,0,0,176,0,0
1,27,0,0,0,0,3,1,32,1,0
1,37,3,0,0,0,3,1,55,0,1
0,31,0,0,0,0,3,0,355,4,0
1,36,0,1,0,0,26,0,31,7,1
0,32,5,0,0,0,0,1,60,1,0
1,50,2,0,0,0,1,0,87,0,0
1,52,2,0,0,0,1,0,57,0,0
1,24,0,0,0,0,1,1,62,3,0
1,38,0,0,0,0,0,0,2,3,0
1,26,0,0,0,0,1,0,1,1,0
1,54,0,0,0,0,11,0,2,7,0
1,71,2,0,0,0,13,0,1,1,0
1,27,0,0,4,4,9,0,1,6,1
0,39,2,0,0,0,1,0,70,3,0
1,34,5,0,0,0,1,1,1,1,1
1,23,5,0,0,0,0,1,53,7,1
1,46,0,1,0,0,8,1,1,3,1
0,36,0,0,0,0,5,0,31,5,1
1,55,0,0,0,0,0,0,1,0,0
0,27,0,0,0,0,4,0,1,5,0
1,27,2,0,0,0,0,0,81,3,0
1,22,0,0,0,0,3,0,199,6,0
1,23,0,0,0,3,2,0,1,3,1
1,39,3,0,0,0,1,1,2,0,0
1,20,0,1,0,0,1,0,1,6,1
0,31,0,0,2,0,10,0,32,7,0
1,24,2,0,0,0,8,0,51,8,1
1,23,5,0,0,0,0,0,1,1,0
0,37,2,0,0,0,2,0,2,7,1
1,25,0,0,0,0,0,1,34,5,1
1,26,2,0,0,0,0,0,30,2,0
0,24,0,0,0,0,1,0,243,3,0
0,24,0,0,0,0,0,0,118,4,0
1,33,3,0,0,0,3,1,1,1,0
1,42,2,0,0,0,2,0,45,4,0
1,29,2,0,0,0,0,0,1,1,0
1,41,0,0,0,0,4,1,1,0,1
1,37,0,0,0,0,0,0,31,0,1
1,46,2,0,0,0,2,0,30,2,0
0,56,2,0,0,0,10,0,308,4,1
1,36,0,0,0,0,3,0,1,6,0
1,23,0,0,0,0,0,0,1,2,1
0,23,0,0,0,0,1,0,2,4,1
1,25,0,0,0,0,0,0,1,7,1
1,24,0,0,0,0,1,0,32,6,1
1,35,0,0,0,0,27,0,2,9,0
1,55,2,0,0,0,9,0,30,0,0
1,21,3,0,0,0,0,0,3,3,0
1,26,3,0,0,0,1,1,30,1,1
1,24,2,0,0,0,2,0,77,6,1
1,43,0,0,0,0,0,1,2,0,0
1,49,2,0,0,0,1,1,1,0,0
1,32,0,0,0,0,0,0,193,8,0
1,27,0,0,0,0,0,1,31,3,0
1,46,0,0,0,0,3,0,178,1,0
1,32,2,0,0,0,5,0,1,1,0
0,34,3,0,0,0,1,0,1,2,0
1,23,0,0,0,0,0,0,279,8,1
1,43,2,0,0,0,2,0,2,0,0
1,25,3,0,0,0,0,0,31,1,0
0,53,2,0,0,0,0,1,30,0,0
1,24,0,0,0,0,1,0,351,5,1
1,28,0,0,0,0,0,0,1,3,0
1,32,2,0,0,0,0,1,2,0,0
1,21,2,0,0,0,1,0,2,2,0
1,31,5,0,0,0,0,1,98,1,0
1,33,2,0,0,0,3,0,31,6,1
0,35,0,0,0,0,1,0,32,0,0
1,25,2,0,0,0,4,0,43,6,0
1,30,0,0,0,0,3,0,2,0,0
1,55,2,0,0,0,3,1,31,2,0
1,50,3,0,0,0,9,1,29,4,1
1,28,0,0,0,0,0,1,31,2,0
1,44,2,0,0,0,0,1,3,0,1
0,48,2,0,0,0,2,0,33,0,0
1,19,0,2,1,1,3,0,1,9,1
1,23,5,0,0,0,2,1,46,6,0
1,24,0,0,0,1,3,0,1,7,1
1,50,2,0,0,0,2,0,31,2,0
0,27,2,0,0,0,13,0,80,4,0
1,31,0,0,0,0,1,0,1,1,0
1,31,0,0,0,0,0,1,22,3,0
0,28,2,0,0,0,0,0,1,3,1
1,42,2,0,0,0,0,0,2,0,0
1,36,2,0,0,0,2,1,117,5,0
1,21,0,0,0,0,0,1,9,8,1
1,54,2,0,0,0,5,0,1,3,0
1,21,2,0,0,0,0,0,1,7,1
1,24,5,0,0,0,0,1,2,3,1
1,31,2,0,0,0,3,0,2,4,1
1,23,3,0,0,0,0,1,63,2,0
1,27,2,0,0,0,0,0,1,8,1
1,36,0,0,1,0,7,0,61,6,0
1,24,2,0,0,0,10,0,309,7,0
1,20,0,0,0,1,0,0,1,2,0
1,32,5,0,0,0,0,1,1,1,0
1,75,2,0,0,0,1,0,2,3,1
1,28,0,0,0,0,7,0,107,4,1
1,67,2,0,0,0,0,1,2,0,0
1,30,2,0,0,0,0,1,1,3,0
0,36,0,0,1,0,5,0,1,4,0
0,32,0,0,0,0,11,0,1,6,0
1,44,0,0,0,0,7,0,31,3,0
1,25,0,0,0,0,1,0,1,3,1
0,30,0,0,0,0,15,1,2,7,1
1,28,2,0,1,0,9,1,59,3,0
1,58,0,0,0,0,17,0,282,5,0
0,32,0,0,0,0,5,0,178,7,0
1,27,0,0,0,0,0,0,4,5,1
1,26,0,0,0,0,0,0,2,2,0
1,54,0,0,0,0,26,0,391,4,0
0,23,2,0,0,1,0,1,28,2,0
1,42,0,0,0,0,0,0,1,3,0
0,39,5,0,0,0,0,0,2,2,0
1,36,0,0,0,0,4,0,1,3,0
1,36,5,0,0,0,8,1,2,1,0
0,25,2,0,0,0,0,1,3,3,0
0,33,0,0,0,0,1,0,32,3,0
1,26,2,0,0,0,1,1,1,1,0
1,31,2,0,0,0,5,0,2,4,1
1,30,2,0,0,0,0,1,1,0,1
1,33,0,0,0,0,4,0,8,1,0
1,38,3,0,0,0,0,1,1,0,0
1,26,0,0,0,0,1,1,1,2,1
1,25,0,0,0,0,9,0,2,8,0
1,52,3,0,0,0,5,0,212,2,1
0,31,2,0,0,0,0,1,1,0,0
0,22,2,0,0,0,2,1,3,6,1
1,50,2,0,0,0,0,0,1,0,0
1,37,0,0,0,0,4,0,1,0,0
1,58,2,0,0,0,1,0,1,0,1
0,28,0,0,0,0,0,1,31,1,0
1,34,2,0,0,0,3,1,32,3,1
1,32,2,0,0,0,1,0,1,0,1
0,43,2,0,0,0,1,1,61,0,0
1,29,0,0,0,0,0,1,61,0,1
1,27,0,0,0,0,0,1,31,0,0
1,39,2,0,0,0,5,0,19,2,0
1,24,0,0,0,0,0,0,2,2,0
1,38,0,1,0,0,8,1,59,6,0
1,52,2,0,0,0,7,0,30,1,0
0,23,0,0,0,0,0,0,1,5,0
1,56,0,0,0,0,3,1,31,1,1
1,48,2,0,0,0,0,1,1,0,0
1,46,2,0,0,0,7,0,37,5,1
1,57,2,0,0,0,0,0,2,0,0
1,38,2,0,0,0,5,0,4,0,1
1,47,2,0,0,0,3,1,64,4,0
1,32,2,0,0,0,0,0,30,0,0
1,34,0,0,1,0,27,1,31,6,0
1,42,0,0,0,0,5,0,3,5,0
0,35,0,0,0,0,0,1,62,0,1
1,20,2,0,0,0,0,0,83,9,1
0,32,2,0,0,0,2,0,415,9,1
1,21,2,0,0,1,0,1,31,4,0
1,24,0,0,0,0,0,1,32,1,1
1,24,0,0,0,0,1,1,124,8,1
1,55,3,0,0,0,2,0,92,0,0
1,23,0,0,0,0,4,0,2,6,0
0,30,2,0,0,0,5,1,1,3,0
1,26,0,0,0,0,0,1,88,2,1
0,27,5,0,0,0,0,0,2,1,0
1,52,2,0,0,0,8,0,100,1,0
1,26,0,0,0,0,1,0,2,3,0
1,32,2,0,0,0,0,1,1,0,0
1,27,0,0,0,0,1,1,62,1,0
0,27,2,0,0,0,0,1,1,4,0
1,56,2,0,0,0,0,0,32,0,0
1,52,2,0,0,0,16,0,48,8,1
1,37,0,0,0,0,3,0,2,0,1
1,45,0,0,0,0,0,1,1,0,0
1,23,0,0,0,0,1,1,20,1,0
0,36,2,0,0,0,3,0,292,5,1
0,29,0,0,0,0,0,0,1,1,0
1,21,3,0,0,0,0,0,1,2,0
1,20,5,0,2,1,3,1,322,1,1
1,51,0,0,0,0,0,1,30,0,0
0,53,2,0,0,0,4,0,56,7,0
1,28,0,0,0,0,0,0,2,3,0
1,27,0,0,1,0,11,0,5,7,0
1,28,0,1,0,1,11,0,1,7,1
1,38,0,0,0,0,4,1,1,0,1
1,30,5,0,0,0,0,0,1,0,0
0,19,0,0,0,0,1,0,524,8,1
0,37,2,0,0,0,1,0,31,0,0
1,34,0,0,0,0,0,1,85,0,1
1,37,2,0,0,0,7,0,70,7,1
1,21,0,0,0,1,1,0,2,7,0
1,21,0,0,0,0,0,0,8,8,1
0,38,2,0,0,0,3,0,1,3,0
1,47,0,0,0,0,1,1,2,3,0
0,26,0,0,0,0,0,0,2,2,0
1,27,0,0,0,0,2,0,72,6,1
1,44,0,0,0,0,0,0,1,1,0
1,32,2,0,0,0,1,1,206,1,0
1,23,0,0,0,0,0,1,2,7,0
1,57,2,0,0,0,0,0,3,0,0
1,25,0,0,1,0,9,0,13,6,0
1,38,5,0,0,0,8,0,59,4,0
0,23,0,0,0,0,2,0,144,9,1
1,32,0,0,0,0,8,0,3,9,1
0,36,0,0,0,0,2,1,1,4,0
1,41,0,0,0,0,5,1,30,4,0
1,31,3,0,0,0,2,0,50,2,0
1,36,0,0,0,0,2,0,3,0,0
1,62,0,0,0,0,1,0,64,5,0
0,41,2,0,0,0,7,0,397,5,0
0,39,5,0,0,0,0,0,2,0,0
1,21,0,0,0,0,1,0,2,5,1
1,43,2,0,0,0,8,0,62,3,1
1,22,0,0,0,0,0,0,1,3,0
1,28,0,0,0,0,9,0,75,8,0
1,31,0,0,0,0,2,1,3,3,0
1,37,2,0,0,0,0,1,28,0,0
1,27,0,0,0,0,0,0,61,1,0
1,49,0,0,0,0,15,1,136,6,0
1,22,0,0,0,0,2,0,133,3,1
1,49,0,0,0,0,0,0,2,4,0
1,28,2,0,0,0,5,0,31,7,0
1,59,2,0,0,0,2,0,256,0,0
0,33,0,0,0,0,0,0,294,8,1
1,39,2,0,0,0,21,0,195,9,0
0,43,0,0,0,0,2,0,3,2,0
1,25,2,0,0,0,5,0,44,3,1
1,36,0,3,0,2,19,1,180,9,1
1,23,0,0,0,0,3,0,290,4,1
0,43,2,0,0,0,3,1,32,1,1
1,56,2,0,0,0,9,1,20,0,1
0,20,0,0,0,0,1,0,120,7,1
1,24,5,0,0,0,2,1,92,7,1
0,54,2,0,0,0,1,1,113,1,0
1,20,0,0,0,0,1,0,2,9,1
1,36,5,0,0,0,3,1,253,3,1
0,36,0,0,0,0,3,0,1,5,1
1,56,0,0,0,0,0,1,61,3,0
1,25,0,0,0,0,28,1,1,8,1
1,25,0,1,0,0,2,0,2,8,1
0,42,2,0,0,0,1,0,170,2,1
1,48,0,0,0,0,4,0,32,5,0
1,34,0,1,0,0,21,1,154,9,1
1,28,2,0,0,0,0,0,1,1,0
1,32,2,0,0,0,1,0,2,2,0
1,55,2,0,0,0,2,0,68,2,0
0,31,2,0,0,0,2,0,61,0,0
0,29,0,0,0,0,0,1,1,1,0
0,24,0,0,0,0,4,0,6,8,1
0,25,2,0,0,0,0,0,1,3,1
0,32,2,0,0,1,4,0,1,1,0
1,37,0,0,0,0,20,0,111,8,1
1,20,2,0,0,0,0,0,141,9,0
1,24,0,0,0,0,1,0,2,2,1
1,48,0,0,0,0,0,1,2,0,0
1,25,0,1,2,0,9,0,50,8,1
1,35,0,0,0,0,1,0,1,1,0
1,57,0,0,0,0,3,0,61,3,0
1,21,0,0,0,0,1,0,32,3,1
0,21,0,0,0,0,0,0,203,9,1
1,21,0,0,1,0,1,0,2,4,0
1,39,0,0,1,0,15,0,2,8,0
1,22,0,0,0,0,0,0,31,1,0
1,32,0,0,0,0,0,0,31,6,0
1,44,2,0,0,0,0,1,1,0,0
0,27,2,0,0,0,0,0,3,1,1
1,22,0,0,0,0,0,0,2,1,0
1,28,0,0,0,0,4,0,1,4,0
1,26,0,0,0,0,0,1,32,1,0
1,23,5,0,0,0,0,1,31,1,1
1,34,2,0,0,0,0,0,31,1,0
1,34,0,0,0,0,14,0,131,6,0
1,22,0,0,0,0,3,0,261,8,0
1,56,0,0,0,0,17,1,272,5,0
1,40,0,0,0,0,1,1,1,0,0
1,30,5,0,0,0,5,0,63,4,1
1,44,2,0,0,0,5,0,214,1,0
1,57,2,0,0,0,1,0,12,1,0
1,22,0,0,0,1,0,0,6,7,1
0,36,0,0,0,0,6,1,43,4,0
1,33,2,0,0,0,1,0,173,5,0
1,24,0,0,0,0,7,0,69,7,1
1,28,5,0,0,0,10,0,145,9,0
1,35,2,0,0,0,2,0,2,8,0
1,53,3,0,0,0,1,1,3,0,1
1,60,0,0,0,0,13,0,1,2,0
0,22,0,0,0,0,2,0,2,4,0
1,43,3,0,0,0,0,1,31,0,0
0,27,0,0,0,0,12,0,1,6,0
1,72,2,0,0,0,7,0,1,3,0
1,33,0,0,0,0,3,0,172,4,1
1,24,0,0,0,0,1,0,1,3,1
1,25,3,0,1,0,6,0,2,2,0
0,38,0,0,0,0,2,0,168,6,0
1,60,0,0,0,0,0,0,249,0,0
1,24,2,0,0,0,3,0,124,4,1
1,30,0,0,0,0,1,1,3,3,0
1,36,0,0,0,0,7,0,214,9,0
0,43,2,0,0,0,0,1,1,5,0
1,48,3,0,0,0,1,1,6,0,0
1,50,2,0,0,0,3,0,143,8,0
1,54,5,0,0,0,0,1,1,0,0
1,45,0,0,0,0,1,1,3,0,0
1,45,0,0,0,0,2,0,3,0,0
1,36,5,0,0,0,0,0,4,3,0
1,31,2,0,0,0,1,1,1,0,1
1,40,0,0,0,0,0,1,3,0,0
1,50,2,0,0,0,1,0,2,0,0
0,47,3,0,0,0,0,0,213,0,0
0,26,5,0,0,0,1,1,31,5,0
0,42,2,0,0,0,0,0,1,7,0
1,41,0,0,0,0,7,0,30,3,0
1,34,2,0,0,1,5,0,1,5,1
0,46,2,0,0,0,0,1,1,0,0
1,26,2,0,0,0,1,0,132,8,0
0,28,2,0,0,0,0,0,3,5,0
1,27,0,0,0,0,1,1,31,1,0
1,30,0,0,0,0,1,0,48,0,0
1,23,2,0,0,2,2,0,1,8,1
0,37,3,0,0,0,0,1,32,0,1
1,26,3,0,0,0,0,1,743,2,0
1,35,3,0,0,0,5,1,1,1,0
1,21,2,0,0,1,1,0,11,5,1
1,45,0,0,0,0,1,0,356,8,0
0,22,0,0,1,0,2,1,82,7,1
0,22,2,0,0,1,5,0,252,8,0
1,29,0,0,0,0,6,0,36,7,1
0,32,0,0,0,0,3,0,125,6,0
1,43,2,0,0,0,0,1,2,0,0
0,30,0,0,0,0,0,1,28,1,0
1,45,2,0,0,0,3,1,93,2,1
0,24,0,0,0,0,2,0,2,3,0
1,31,2,0,0,0,4,0,294,7,1
1,56,2,0,0,0,0,1,1,0,0
1,42,0,0,0,0,19,0,7,7,0
0,44,3,0,0,0,4,0,1,2,1
1,21,0,0,0,0,0,0,1,6,0
1,24,0,0,4,0,14,0,181,9,1
1,38,0,0,0,0,11,0,194,5,0
1,22,2,0,0,0,0,0,31,2,0
1,28,0,0,0,0,5,1,32,7,0
1,33,2,0,0,0,3,0,435,4,0
1,47,0,0,0,1,19,0,54,7,1
1,51,0,0,0,0,0,1,31,3,1
1,25,2,0,0,0,1,1,17,2,0
1,55,2,0,0,0,0,1,243,0,0
1,53,3,0,0,0,1,0,32,0,0
1,30,0,0,0,0,0,0,3,0,0
1,31,3,0,0,0,0,1,2,0,0
1,33,2,0,0,0,0,0,1,5,1
1,35,0,0,0,0,5,0,51,3,1
1,39,0,0,0,0,0,1,1,3,0
1,20,0,13,0,1,13,0,125,9,0
0,33,0,0,0,0,0,0,2,1,0
1,59,5,0,0,0,1,1,31,0,0
1,30,3,0,0,0,1,0,17,8,0
1,29,2,0,0,0,7,0,74,5,0
0,33,2,0,0,0,1,0,181,6,0
1,27,0,0,0,0,2,0,252,6,1
0,29,0,0,0,0,9,0,15,6,1
1,26,4,0,0,0,11,0,24,7,1
1,45,0,0,0,0,14,0,21,6,0
1,24,0,0,0,3,3,0,193,9,1
1,43,0,0,0,0,5,0,28,8,0
1,31,2,0,0,0,1,0,1,4,0
0,50,2,0,0,0,2,0,145,1,0
1,42,0,0,0,0,10,0,38,8,0
1,37,0,0,0,0,11,1,1,6,1
1,53,0,0,0,0,13,0,4,6,0
1,43,0,0,0,0,4,0,98,0,1
1,26,0,0,0,0,4,0,1,7,1
1,28,2,0,0,0,0,0,2,1,0
1,19,2,0,0,0,0,0,31,2,0
1,37,0,0,0,0,0,0,1,0,0
0,30,2,0,0,0,1,1,1,2,0
1,27,0,0,0,0,6,0,2,6,1
1,39,2,0,0,0,9,0,2,4,1
1,37,2,0,0,0,4,1,1,3,1
1,22,2,0,0,0,3,1,11,9,1
1,42,0,0,0,0,1,1,4,0,0
1,25,2,0,0,0,0,0,28,5,0
1,39,3,0,0,0,2,0,2,0,0
1,26,3,0,0,0,1,0,1,4,0
0,28,2,0,0,0,0,1,1,5,0
1,25,0,0,0,0,0,1,61,4,1
1,58,2,0,0,0,1,0,291,0,0
1,22,2,0,0,0,2,0,4,4,0
0,29,2,0,0,0,1,1,60,4,1
1,33,0,0,0,0,8,0,92,4,0
1,38,0,0,0,0,0,0,2,0,0
1,21,0,0,0,0,0,0,32,6,0
1,38,2,0,0,0,2,0,166,2,0
1,59,0,0,0,0,22,0,13,5,1
1,29,5,0,0,0,4,1,31,4,1
1,53,2,0,0,0,0,1,122,1,1
1,33,0,0,0,0,2,0,1,7,1
1,45,2,0,0,0,1,0,2,0,0
1,58,2,0,0,0,1,1,1,0,0
0,20,2,0,0,0,0,0,326,9,0
1,25,0,0,0,2,11,0,322,8,1
1,53,2,0,0,0,2,0,167,3,0
1,55,2,0,0,0,5,0,4,2,0
1,32,2,0,0,0,0,1,255,5,1
0,25,2,0,0,0,0,0,2,3,0
1,44,2,0,0,0,1,1,30,0,0
1,27,0,0,0,0,7,0,351,9,0
1,35,0,0,0,0,6,0,70,7,1
1,39,2,0,0,0,1,0,2,0,0
1,36,3,0,0,0,1,1,161,8,0
0,42,2,0,0,0,5,1,184,3,1
1,37,0,0,0,0,0,1,31,1,0
1,39,2,0,0,0,0,0,204,0,0
0,52,2,0,0,0,3,1,1,0,0
1,42,0,0,0,0,10,0,30,6,0
1,60,5,0,0,0,1,1,2,0,0
1,37,3,0,0,0,2,1,1,0,1
1,42,2,0,0,0,4,0,254,0,1
1,20,3,0,0,0,0,1,32,2,0
1,52,0,3,0,0,23,0,275,4,0
1,35,2,0,0,0,0,0,3,0,0
1,23,0,0,0,0,6,0,2,5,1
0,42,0,0,0,0,0,1,1,0,1
1,36,2,0,0,0,7,1,61,5,0
0,28,2,0,0,0,2,0,36,2,0
1,28,0,0,0,0,5,0,1,3,0
1,38,2,0,0,0,12,0,28,4,0
0,43,0,0,0,0,2,0,61,1,1
1,45,0,0,0,0,6,0,1,1,0
1,42,0,0,0,0,0,0,1,4,0
0,25,2,0,0,0,0,1,1,2,0
1,25,2,2,12,7,19,0,87,7,0
1,32,0,0,0,0,7,0,67,8,1
1,21,0,0,0,0,0,0,1,5,1
0,35,2,0,0,0,1,1,31,4,0
1,37,2,0,0,0,0,0,127,4,0
1,33,0,0,3,1,21,0,1,9,0
1,28,0,0,0,0,14,0,1,1,0
1,33,2,0,0,0,2,0,62,1,0
0,33,0,0,0,0,2,0,1,1,0
0,51,2,0,0,0,4,0,22,2,0
1,39,2,0,0,0,3,0,3,3,1
1,35,3,0,0,0,5,1,3,5,1
1,40,0,0,0,0,3,0,14,6,0
1,32,0,0,0,0,17,0,1,7,1
1,18,2,5,0,0,4,0,31,7,1
1,32,2,0,0,0,3,0,1,5,1
1,37,5,0,0,0,0,1,1,0,0
1,32,0,0,0,0,10,0,1,5,1
0,25,3,0,0,1,0,1,1,3,0
1,47,2,0,0,0,5,1,1,2,1
0,23,2,0,0,0,0,1,1,6,0
1,63,2,0,0,0,10,0,62,3,1
1,38,0,0,1,0,16,0,242,8,1
1,24,0,0,0,0,5,0,50,8,0
1,32,0,0,0,0,6,1,3,4,1
1,31,0,0,0,0,4,0,173,7,1
1,25,2,0,0,1,0,1,32,2,0
1,34,5,0,0,0,0,1,1,0,0
1,23,0,0,0,0,0,0,2,2,0
1,38,3,0,0,0,1,1,127,4,0
0,47,2,0,0,0,0,1,1,0,0
1,33,2,0,0,0,1,0,11,7,1
1,35,0,0,0,0,5,0,259,7,0
1,22,2,0,0,0,1,0,110,3,1
1,26,2,0,0,0,1,1,126,2,0
1,40,2,0,0,0,0,1,1,0,1
1,36,0,10,0,0,14,0,174,6,1
1,46,0,0,0,0,1,0,44,0,0
0,65,2,0,0,0,0,1,32,0,0
1,44,2,0,0,0,4,1,2,4,1
0,22,0,0,0,0,0,1,2,2,0
1,34,3,0,0,0,0,1,1,0,0
0,38,3,0,0,0,0,0,28,0,0
0,26,2,0,0,0,4,0,1,2,1
1,20,3,0,0,0,0,1,112,3,1
0,29,2,0,0,0,3,1,1,6,0
1,49,3,0,0,0,0,0,1,0,0
1,35,2,0,0,0,1,1,1,1,0
1,31,0,0,0,0,3,0,118,0,0
1,44,0,0,0,0,0,1,5,0,0
1,25,2,0,0,0,1,0,2,1,0
1,28,0,0,0,0,1,0,204,1,0
1,34,0,0,0,0,2,1,31,0,0
1,52,2,0,0,0,2,0,153,8,1
1,25,5,0,0,0,2,1,30,1,1
1,33,0,0,1,0,5,0,2,3,0
1,23,0,0,0,0,0,0,31,2,0
1,34,0,0,0,0,5,0,5,0,0
1,33,0,0,0,0,1,1,29,0,1
1,21,0,0,1,2,1,0,1,6,0
1,46,0,0,0,0,9,0,6,3,0
1,22,0,0,0,0,2,1,9,5,1
1,57,2,0,0,0,1,1,29,3,0
1,22,0,0,0,1,2,0,1,2,1
0,48,2,0,0,0,1,1,61,0,1
1,40,0,0,0,0,21,0,30,4,0
0,30,0,0,0,0,1,0,1,1,0
1,21,2,0,1,0,4,1,34,6,1
0,39,0,0,2,0,22,0,123,9,1
1,27,2,0,0,0,13,0,71,5,1
0,33,2,0,0,0,0,1,2,5,1
1,24,0,0,0,0,0,0,1,2,0
1,43,0,0,0,0,0,0,2,0,1
0,45,2,0,0,0,0,1,2,0,0
1,28,2,0,0,0,0,0,2,2,0
1,51,0,0,0,0,3,0,3,2,0
0,35,0,0,0,0,2,0,2,1,1
1,31,0,0,0,0,9,1,1,6,1
1,27,2,0,0,0,0,1,62,1,0
1,32,0,0,0,0,1,0,1,1,0
1,49,2,0,0,0,0,1,1,0,0
0,44,0,0,0,0,0,1,1,0,0
1,29,0,0,0,0,2,0,28,2,0
1,29,0,0,0,0,1,0,46,0,0
0,52,2,0,0,0,0,1,1,0,0
1,23,0,0,1,0,2,0,32,5,1
1,30,1,0,0,0,6,1,1,2,1
1,55,0,0,0,0,12,0,41,5,1
1,19,0,0,0,0,1,0,31,2,0
1,30,2,0,0,0,0,1,57,3,0
1,34,0,0,0,0,13,0,1,3,1
1,56,2,0,0,0,2,0,2,0,0
1,33,0,0,0,0,4,0,1,5,0
1,28,0,0,0,0,1,1,2,1,0
0,42,0,0,0,0,5,1,464,6,0
1,29,0,0,0,0,1,0,76,7,0
1,38,2,0,0,0,0,1,1,0,0
1,37,2,0,0,0,0,0,1,2,0
0,33,2,0,0,0,0,1,1,0,1
1,30,3,0,0,0,0,0,1,1,0
1,40,0,0,0,0,0,0,54,0,0
1,51,0,1,0,1,19,0,105,8,0
0,42,0,0,0,0,3,0,93,8,0
1,65,0,0,0,0,7,1,1,4,0
0,32,0,0,0,0,1,1,1,0,0
0,38,2,0,0,0,5,0,8,2,0
1,23,0,0,0,0,0,0,149,6,0
1,38,2,0,0,0,5,0,1,6,1
1,35,0,0,0,0,1,0,1,3,0
1,57,2,0,0,0,1,0,1,0,0
1,25,3,0,0,0,1,0,145,9,0
1,26,2,0,0,0,1,0,1,2,0
1,39,3,0,0,0,0,1,3,0,0
0,23,3,0,3,1,7,1,32,7,1
0,36,0,2,0,0,4,1,61,5,1
0,25,0,0,0,0,7,0,3,3,0
0,31,2,0,0,0,1,0,62,3,0
1,40,2,0,0,0,2,0,31,1,0
1,35,2,0,0,0,3,0,31,4,1
1,33,0,0,0,0,0,0,1,0,0
0,26,0,0,0,0,0,1,31,7,0
1,47,2,0,0,0,0,1,32,0,0
1,55,5,0,0,0,2,0,1,0,0
0,53,3,0,0,0,0,1,1,0,0
